tam,burn_rate,requested_amount,milestone_count,team_experience,industry,prev_funding,is_successful
272758,30275,302750,3,5,Gaming,1,0
1189275,10613,286551,2,5,Gaming,0,0
4587397,16649,516119,1,4,Gaming,0,0
5428431,1961,25493,4,0,Gaming,0,0
2719499,6770,108320,2,4,AI,0,0
1381115,23000,575000,3,7,DeFi,1,0
42387758,11536,311472,2,0,Gaming,1,0
14331059771,5069,96311,6,7,Gaming,0,1
644865,4836,159588,7,6,Infrastructure,0,0
22029768,11726,257972,1,3,Infrastructure,0,0
4622635,3250,81250,3,0,DeFi,0,0
871481,20016,140112,3,4,DeFi,1,0
3501614,5468,82020,1,4,AI,0,0
193319,9456,85104,7,2,Gaming,1,0
31400819,143529,1722348,4,0,SaaS,0,0
12550063,56016,1792512,3,5,AI,1,0
2504457,8528,76752,3,1,AI,0,0
110926279,309,8961,1,9,SaaS,1,0
565962974,21886,196974,7,1,AI,0,0
5441053577,1244,42296,4,3,AI,0,0
75049110,9986,79888,4,8,SaaS,1,0
3444340,30439,456585,3,10,SaaS,0,1
612592,19032,628056,4,1,DeFi,1,0
2070425,14255,413395,2,0,Infrastructure,0,0
147142017,9622,105842,2,2,AI,0,0
889820,1375,44000,1,6,Infrastructure,0,0
57577977,6062,84868,3,6,DeFi,1,1
18322897,99410,894690,4,1,DeFi,0,0
50209426,20128,543456,7,3,Infrastructure,0,0
13324749,956,19120,6,10,SaaS,0,1
3096046,53953,1079060,2,0,DeFi,1,1
88426285,15580,498560,5,1,DeFi,0,0
5444687,48299,1352372,4,0,Gaming,0,0
429446719,9854,197080,6,4,AI,1,1
35763000,40867,286069,6,9,AI,0,0
177422882,5464,65568,1,7,SaaS,0,0
176593,7399,133182,2,0,SaaS,0,0
69085671,3750,26250,1,2,Infrastructure,1,0
135794450,66780,400680,1,0,DeFi,1,0
1207943,1724,15516,7,6,SaaS,0,0
450731,23508,611208,1,3,DeFi,0,0
1360183,16080,434160,4,9,Infrastructure,0,0
766407,6480,213840,5,1,DeFi,0,0
12324754,5514,77196,1,2,DeFi,0,0
434287,3808,26656,4,5,SaaS,0,0
8800918,930,26970,2,5,Gaming,0,0
421326,6294,213996,2,2,Gaming,0,0
82344926,4593,64302,1,2,Gaming,0,0
1607231,11776,82432,6,3,DeFi,1,0
1898839560,10155,243720,1,3,Gaming,0,1
245173557,7969,103597,7,3,Gaming,0,0
86677246,6434,115812,6,4,Gaming,1,1
18878148,4609,92180,6,0,AI,0,0
7518588,3536,63648,7,11,AI,1,1
33827430,11519,357089,7,5,Infrastructure,0,0
6349426,6143,178147,7,2,DeFi,0,0
3393903,7384,214136,7,3,Gaming,0,0
32951639,761,17503,1,2,Gaming,0,0
8556127,14731,176772,6,2,DeFi,0,0
1013426,1575,55125,5,6,Infrastructure,0,0
8662382,2634,23706,1,5,SaaS,1,0
1605197,5630,197050,1,3,Gaming,0,0
64936510,1672,11704,4,6,SaaS,0,0
639544,16767,217971,7,6,DeFi,0,0
2182616,16486,263776,7,5,SaaS,0,1
1340089,11128,211432,7,5,AI,0,0
1541199,1448,18824,1,5,Infrastructure,0,0
4252053,3524,42288,2,6,Infrastructure,0,1
16242894,5451,158079,6,5,SaaS,0,0
9134392,19785,573765,6,5,Infrastructure,0,0
3734222,13441,309143,6,0,AI,0,0
8073164,3534,53010,4,7,DeFi,0,1
14937540,1240,23560,1,2,AI,0,0
118330310,9744,341040,1,6,Gaming,0,0
14577578,11085,66510,5,3,SaaS,0,0
11366155,23587,448153,1,3,Gaming,0,0
5109773,535,5350,5,1,SaaS,0,0
4393311,4558,59254,3,7,Gaming,1,1
18884354,15018,450540,7,4,AI,1,0
5254457,27521,743067,5,6,Gaming,0,0
221441137,10670,181390,5,1,Infrastructure,0,0
51845733,3847,92328,1,8,Infrastructure,0,0
40484763,2404,67312,2,0,SaaS,0,0
26592340,32329,193974,7,6,DeFi,0,0
88205066,14420,504700,6,6,SaaS,0,0
79681498,8565,102780,3,12,SaaS,0,1
15415494,14898,327756,1,4,Gaming,0,0
69013660,6600,184800,5,8,AI,0,0
855087,6943,76373,6,3,SaaS,1,0
90305649,4885,117240,7,0,Gaming,0,0
3107311,5411,97398,4,2,AI,0,0
13459420,13668,82008,7,6,DeFi,0,0
794858,7070,134330,5,8,Infrastructure,0,0
10641102,6929,76219,1,8,SaaS,0,0
3169265,7472,254048,2,6,Infrastructure,0,0
4650433,4142,120118,1,4,Infrastructure,0,0
12694146,1330,34580,2,0,DeFi,0,0
106894,9634,163778,1,4,Infrastructure,1,1
21113938,7064,155408,7,6,Infrastructure,0,0
5222105440,4162,87402,7,1,Gaming,1,1
4174894,7614,167508,5,6,Gaming,1,1
157760,20792,311880,3,3,AI,0,0
1428915,3093,83511,3,3,AI,0,0
3385773,1252,7512,7,3,Gaming,0,0
3706979,87423,2535267,1,2,Infrastructure,1,0
24334852,1126,28150,1,3,DeFi,0,0
5311436,24154,289848,5,5,SaaS,0,1
5286121,52625,1052500,5,4,Gaming,1,1
8559170,4416,39744,6,1,Gaming,0,0
258324955,2060,30900,6,6,AI,0,0
317696141,6442,186818,7,6,DeFi,0,0
356042228,7005,224160,7,4,Infrastructure,0,0
26055886,875,30625,3,4,SaaS,0,0
19611496,11456,332224,7,7,DeFi,0,0
161336974,45896,1422776,3,3,Gaming,1,0
6090909,8903,124642,1,3,SaaS,0,0
18919237,25521,178647,3,9,Infrastructure,0,0
5154440,16366,507346,2,4,Gaming,0,0
5107924,79343,2300947,7,5,Gaming,0,0
9609619,2091,64821,7,8,Infrastructure,1,0
45009,8941,80469,5,2,DeFi,0,0
17282358,3611,86664,5,0,AI,0,0
9757909,6617,112489,3,1,AI,0,0
8718439,5912,165536,4,0,SaaS,0,0
17560236,11335,79345,7,7,AI,1,1
3592990,26253,288783,6,9,AI,0,0
4640652,11543,138516,5,7,DeFi,0,1
1120281,11718,374976,2,6,DeFi,0,0
7386767,13831,138310,3,10,Infrastructure,1,1
155710431,12890,322250,7,6,Infrastructure,0,0
2224923,2899,98566,4,0,AI,0,0
3817313,4833,91827,6,9,DeFi,1,1
3967426,80501,2495531,4,2,Gaming,0,0
875133,26067,338871,5,10,Infrastructure,0,1
52027277,18658,541082,7,2,SaaS,0,0
26354932,1089,20691,5,0,Gaming,0,0
63646663,2258,18064,3,2,AI,0,0
1027043,14072,394016,5,7,AI,1,0
6346196,7041,154902,1,1,Infrastructure,1,1
1373673,11250,180000,3,8,SaaS,0,1
396118519,4466,142912,6,3,Gaming,0,0
2996333,17264,345280,7,10,AI,1,1
7548740,862,13792,6,3,Gaming,0,0
9703044,36515,255605,4,2,Infrastructure,0,0
14623931,79122,1898928,5,5,DeFi,0,1
7484139,31799,635980,7,4,Gaming,1,1
9381231,8091,250821,6,7,SaaS,0,0
157100716,4977,44793,1,0,Infrastructure,0,0
4389461,6267,37602,4,3,AI,1,0
52071992,4118,111186,6,5,DeFi,0,0
35268924,24449,317837,4,6,AI,0,1
7416354,11419,91352,7,4,Gaming,1,0
2390965580,1333,39990,4,9,Gaming,0,0
9891627,16727,401448,3,12,SaaS,0,1
2472270,8609,189398,5,12,Infrastructure,1,1
15959553,8509,246761,2,2,SaaS,0,0
41411696,27995,335940,3,6,Infrastructure,0,0
3052446,4516,117416,1,6,Gaming,0,0
51012667,16830,218790,1,3,Infrastructure,1,1
1193232,3638,123692,3,7,Infrastructure,0,0
1700828,3087,101871,4,5,Infrastructure,0,0
2962915,4258,102192,4,8,Gaming,0,0
2354890,3824,76480,2,5,Infrastructure,1,0
86020703,3373,87698,7,4,AI,0,0
4772310,13069,392070,5,0,Gaming,1,0
2947269,4021,84441,5,2,SaaS,0,0
419644,2214,28782,3,12,SaaS,0,1
9084157,67668,1894704,2,2,Infrastructure,0,0
909632,6890,130910,1,3,Infrastructure,0,0
8781698,1431,31482,7,1,Gaming,0,0
7684135,12637,442295,1,6,Gaming,1,1
1708243,15986,287748,6,8,DeFi,1,1
21521342,3929,82509,2,7,SaaS,1,1
541693156,10330,61980,5,3,SaaS,0,0
26411746,3325,76475,2,3,Gaming,0,1
30884201,4304,51648,6,2,Infrastructure,0,0
9379210,4895,48950,2,2,Gaming,0,0
57222846,25811,206488,6,2,DeFi,0,0
4750164,1447,23152,4,8,Infrastructure,1,1
190363464,21622,605416,2,6,Infrastructure,0,0
1496787,1535,50655,7,6,SaaS,1,0
31677248,6633,225522,1,0,SaaS,0,0
8836547,15295,198835,5,0,Infrastructure,0,0
9976367,26213,629112,5,3,DeFi,0,0
259426,56786,1533222,3,4,DeFi,1,0
19622785,2872,25848,3,8,DeFi,0,0
6790902,15479,340538,7,5,DeFi,0,0
3211169,10457,83656,1,5,Infrastructure,1,1
116868935,3803,121696,2,0,SaaS,0,0
1156583,32996,725912,5,0,AI,0,0
7833031,21168,359856,5,11,DeFi,0,1
17487938,6273,69003,1,4,AI,1,0
9366921,7872,259776,3,3,Gaming,0,0
65380344,1025,14350,3,2,Infrastructure,0,0
15286599,3052,67144,6,5,Infrastructure,1,1
436812,16399,377177,6,5,Gaming,0,0
229996533,20621,144347,7,8,Infrastructure,0,0
280508256,14615,350760,2,1,Infrastructure,0,0
41568775,5110,163520,1,5,AI,1,0
824781,8639,215975,6,7,Infrastructure,1,0
25839170,15868,349096,2,6,Infrastructure,0,0
20521570,14502,87012,1,11,AI,0,0
921207,6303,126060,5,6,DeFi,1,1
2571752,5159,170247,1,5,Infrastructure,0,0
61693665,13571,366417,7,2,Infrastructure,1,0
101555776,15442,123536,3,0,DeFi,0,0
7775294,8525,51150,5,7,Infrastructure,0,0
1865260,614,6140,4,6,Gaming,0,0
38886203,13021,416672,4,1,DeFi,1,0
6405159,4049,56686,2,10,AI,0,1
2009732,3078,70794,3,3,SaaS,0,0
1951323,4124,90728,2,8,Infrastructure,0,1
3172350,51087,1277175,7,3,AI,0,0
108740725,8711,78399,7,5,Infrastructure,0,0
34109237,1852,57412,3,2,DeFi,0,0
554579,2599,59777,3,3,AI,1,0
971263,5185,103700,2,8,DeFi,0,0
18853056,8623,198329,6,2,AI,1,0
434298,11900,249900,3,4,DeFi,0,0
2570714,3478,121730,4,8,AI,0,0
176097968,523,3138,2,5,DeFi,0,0
21071439,11222,112220,3,7,DeFi,0,0
37827022,65339,457373,2,5,AI,0,0
1649054,5464,125672,6,2,Gaming,0,0
511078776,11871,83097,7,7,Gaming,0,0
4092026,1247,39904,1,3,Infrastructure,0,0
221660,7733,46398,6,9,AI,1,1
47523877,38924,1012024,2,4,AI,0,0
4607620,1389,16668,1,0,Gaming,1,1
42376704,4650,148800,2,11,DeFi,0,0
999571,4343,65145,7,5,AI,0,1
11775650,13540,324960,2,6,AI,0,1
79321111,7682,84502,5,6,Gaming,1,0
1842794,12121,399993,3,9,Infrastructure,0,0
81371728,8464,152352,5,4,AI,1,0
11002736,5023,100460,2,4,Infrastructure,1,1
204983069,8074,153406,5,3,DeFi,1,1
1065555402,2097,31455,3,4,Infrastructure,0,0
140184699,3589,75369,7,8,Infrastructure,0,0
3605006,11513,80591,4,5,DeFi,0,0
34109242,20088,341496,6,6,SaaS,0,0
10628255,4962,79392,3,1,DeFi,0,0
77092805,17268,500772,6,1,AI,0,0
6631834,2222,59994,1,6,Infrastructure,0,0
12717769,10148,273996,2,5,DeFi,1,0
219881142,18503,222036,2,4,SaaS,0,1
1727692,23307,396219,6,3,SaaS,1,0
14940305,6039,102663,4,6,DeFi,0,0
174281,4242,29694,3,8,AI,0,0
655168,4572,45720,3,11,AI,0,0
18474450,6949,215419,3,6,AI,0,0
166986,3795,132825,3,3,DeFi,0,0
7183457,16558,397392,5,6,AI,0,0
181201553,10184,162944,4,3,Gaming,0,0
583008,14381,86286,6,6,Infrastructure,0,0
450904,4163,137379,1,2,SaaS,0,0
270124811,5223,47007,3,2,DeFi,1,0
19158774,7027,217837,5,8,Gaming,0,0
32063061,3103,99296,2,3,SaaS,0,0
405944959,1756,49168,6,2,DeFi,1,0
56499972,8279,215254,4,3,DeFi,1,0
3811371,4709,127143,5,4,AI,0,0
5350131,13690,287490,6,8,AI,0,1
7762341,775,12400,7,0,SaaS,0,0
1698483,8087,121305,7,4,AI,0,0
22454822,8943,80487,5,5,AI,0,0
5129765,50536,404288,5,7,Gaming,0,0
154891260,3897,58455,7,9,Infrastructure,1,1
27138998,7628,83908,6,5,Infrastructure,0,0
6852309,6182,92730,1,0,Infrastructure,0,0
54768638,11088,166320,4,2,AI,0,0
766955,10036,341224,1,5,AI,0,0
206859,9667,203007,1,0,Infrastructure,0,0
584702,4554,113850,7,5,SaaS,1,0
54351349,6859,144039,7,6,SaaS,1,1
8242718,11408,239568,1,0,DeFi,0,0
502210,9711,281619,7,8,AI,0,0
8312983,7250,239250,2,3,AI,0,0
14755102,4496,112400,1,5,Gaming,0,0
1030121,16376,540408,2,4,Gaming,0,0
8964021,22725,749925,3,0,AI,0,0
32436860,17530,280480,4,1,AI,1,0
52108966,3570,74970,5,5,Infrastructure,0,1
5645298,12254,171556,2,7,SaaS,0,1
1593228,5238,115236,3,0,Infrastructure,0,0
3357255,2003,44066,5,7,Infrastructure,1,1
278635,2936,96888,2,3,SaaS,1,0
5546158,7306,233792,3,4,AI,0,0
18170111,8508,161652,1,4,SaaS,0,1
1314409,3070,18420,5,2,DeFi,1,0
47278814,6869,178594,2,0,Infrastructure,0,0
5454097,12268,368040,6,4,Infrastructure,1,0
146786,22457,134742,5,6,AI,0,0
203254,27864,975240,2,4,AI,0,0
339325693,45012,315084,6,5,AI,0,0
3578774,1822,47372,6,5,Infrastructure,0,0
888797,10198,275346,2,6,SaaS,0,0
7629046,3924,121644,1,0,SaaS,0,0
63308427,6967,97538,2,9,Gaming,0,1
8080457,10140,344760,7,0,DeFi,0,0
5752150,84740,2626940,4,7,DeFi,1,0
427663,3854,123328,2,5,AI,1,0
5725388,4396,153860,1,5,AI,1,0
129518590,2865,63030,7,6,AI,1,1
4850958,2385,28620,5,8,SaaS,0,0
19470119,7837,188088,6,7,AI,0,0
43192238,26103,730884,1,4,DeFi,0,0
6902589,17687,565984,5,5,AI,1,0
12071982,8594,146098,7,0,AI,1,0
13327497,3673,40403,5,0,AI,1,0
5292531,15150,90900,4,4,AI,1,0
50164369,1283,35924,3,5,Infrastructure,0,0
4454479,8460,270720,7,12,DeFi,0,0
6876799,7309,51163,7,6,AI,1,0
120040,5311,53110,4,7,SaaS,0,0
6097656,3017,57323,3,5,Gaming,0,0
122208,4760,142800,5,1,Gaming,0,0
91653423,10804,378140,2,2,Infrastructure,0,0
67454263,8715,296310,6,3,Infrastructure,0,0
424542154,14160,212400,3,5,AI,0,1
696553,13589,298958,7,6,Infrastructure,0,0
905663,4363,82897,2,6,DeFi,0,1
2071741,6853,178178,6,5,DeFi,0,0
1957705,5339,37373,3,0,Infrastructure,0,0
4660241,8196,90156,4,3,DeFi,1,0
696609,3518,87950,4,5,AI,1,0
7143297,19053,133371,1,6,SaaS,1,0
608344,19163,594053,5,3,SaaS,0,0
131876577,7186,57488,1,3,Infrastructure,1,0
39478517,1742,27872,3,6,AI,0,1
61243336,5553,144378,4,3,AI,0,0
39819525,7180,136420,4,0,AI,0,0
718913,7786,194650,5,0,AI,0,0
2589167,939,5634,3,1,DeFi,0,0
55539646,7466,44796,3,1,Gaming,1,0
36553000,7775,132175,7,2,AI,1,0
55570990,2191,70112,7,4,AI,0,0
451197,12941,401171,2,6,AI,0,0
360050,5960,154960,1,9,Gaming,0,0
1398067,9373,84357,6,5,SaaS,0,0
3110616,3550,117150,2,4,SaaS,0,0
29005689,10306,298874,2,6,Infrastructure,0,0
196769,6171,104907,6,0,Infrastructure,1,0
6605375,8684,199732,6,7,SaaS,0,0
246308,2752,22016,6,6,DeFi,0,0
38855833,10807,259368,3,6,DeFi,0,0
8343209,10588,95292,2,9,AI,0,0
1602741,1728,57024,4,0,Gaming,0,0
1268194,4865,131355,4,4,Infrastructure,0,0
3436387,8263,239627,1,2,AI,1,0
1537258,2933,58660,6,4,SaaS,0,0
30083117,5847,204645,7,0,SaaS,1,0
164225,4657,153681,6,6,Infrastructure,1,0
13588232,10622,223062,1,6,Infrastructure,0,1
280532150,3194,47910,6,6,Gaming,0,1
2525173,5334,37338,5,7,AI,1,0
5974931,31576,410488,4,6,DeFi,1,1
779234,9002,99022,5,7,DeFi,0,0
459818,22671,158697,5,2,SaaS,0,0
3630228,6289,37734,7,3,SaaS,0,0
24015043,8514,144738,3,11,DeFi,0,1
271752345,3995,91885,7,8,Infrastructure,0,0
1085899,12213,317538,3,0,Gaming,0,0
958453,34180,581060,5,6,DeFi,0,1
93339812,18247,127729,2,2,Gaming,0,0
2145911,7752,240312,2,8,Gaming,0,0
16753010,6454,174258,1,5,Gaming,0,0
1726730,20428,674124,2,8,DeFi,0,0
48511026,11762,235240,1,2,AI,1,1
4913893,4765,152480,2,7,DeFi,1,0
29803819,18213,346047,2,2,Gaming,0,0
1449767,2908,52344,3,1,DeFi,1,0
33210265,12445,99560,7,5,DeFi,1,0
57478894,27484,577164,1,2,SaaS,1,1
11027334,17807,178070,4,9,SaaS,1,0
8405380,16885,101310,5,0,SaaS,0,0
4585280,5259,47331,6,10,Gaming,1,1
5833843,13898,125082,1,5,Gaming,0,0
13333960,1935,44505,6,6,DeFi,1,1
881602,880,8800,4,6,AI,0,0
901734,5951,53559,4,5,Infrastructure,0,0
54418008,9875,59250,1,6,Gaming,0,0
8190843,3386,98194,3,4,Infrastructure,0,0
751769,4976,104496,2,2,Infrastructure,1,1
2047726,4074,126294,6,3,SaaS,0,0
130385121,31154,373848,6,7,DeFi,0,0
14900934,19116,229392,7,3,AI,0,0
3151062,7679,84469,2,3,AI,0,0
27303615,2398,16786,3,6,SaaS,0,0
329090130,17230,292910,4,3,DeFi,0,0
10125677,36030,756630,1,0,Gaming,1,1
16722551,1787,19657,6,8,Infrastructure,1,0
1271780514,86410,1123330,1,0,Infrastructure,0,0
28783431,1380,45540,3,5,Infrastructure,0,0
778305,18428,350132,7,9,SaaS,0,1
8983486,4053,125643,5,5,DeFi,0,0
4230073,2206,72798,2,3,Infrastructure,0,0
77033460,7380,162360,7,11,SaaS,0,1
6497773,15667,297673,4,6,AI,1,1
1173133,4163,91586,7,1,AI,1,1
1833526,1671,41775,2,5,Gaming,0,0
51802335,770,16170,5,5,AI,0,0
7609095,13768,96376,7,4,Gaming,0,0
13851603,506,5060,2,8,SaaS,0,0
195847820,1546,20098,6,4,Gaming,0,0
127382871,10730,193140,7,3,SaaS,1,1
7362781,2738,46546,5,1,Infrastructure,0,0
27326,10908,316332,3,2,AI,0,0
2585597,40062,801240,2,7,Gaming,0,1
39468624,5859,205065,5,9,Infrastructure,1,1
243884350,14299,114392,5,0,Infrastructure,1,0
146086945,20686,393034,7,3,SaaS,0,0
3656868,879,29886,4,4,Gaming,1,0
5484485,104623,2824821,1,2,Gaming,1,0
9588316,5474,60214,4,3,Infrastructure,0,0
4927708,8505,102060,3,10,Infrastructure,0,1
4150946,14053,379431,3,8,Infrastructure,0,0
1974914,2602,91070,6,5,AI,0,0
77434485,5195,176630,5,2,DeFi,1,0
83591,3914,54796,5,0,Infrastructure,0,0
17333934,16451,180961,2,0,DeFi,0,0
936549,21878,262536,5,8,AI,0,0
5879210,9650,318450,3,2,DeFi,0,0
6328109,5058,146682,4,3,SaaS,0,0
60105026,2892,69408,6,5,SaaS,0,1
62122895,16617,465276,2,9,Infrastructure,0,0
53623699,20915,648365,2,9,AI,1,0
33464806,6674,106784,1,9,Gaming,1,0
30098456,5242,62904,5,0,Infrastructure,0,0
1287088,5493,164790,2,5,SaaS,0,0
3300894,4040,129280,6,4,DeFi,0,0
110151376,4845,116280,2,4,DeFi,0,0
3812094,6576,203856,2,6,DeFi,0,0
793964,46420,696300,7,3,SaaS,0,1
7666434,2279,66091,4,4,Infrastructure,1,0
9074483,12683,380490,7,1,Gaming,0,0
2934538,13404,428928,7,8,DeFi,0,0
1221405,3218,19308,5,10,AI,1,1
93499905,9740,58440,3,5,AI,0,0
69196608,3670,33030,4,4,SaaS,0,0
834330,6272,94080,1,5,AI,1,1
5363896,8701,304535,6,5,AI,0,0
1088035,2345,79730,4,0,SaaS,0,0
6276608,3548,74508,6,2,DeFi,0,1
14640487,43323,1472982,6,6,DeFi,0,0
2630670,2868,63096,1,4,SaaS,0,0
12119070,8881,204263,6,4,Infrastructure,0,1
1167501,4494,143808,2,7,Infrastructure,0,0
52559986,50503,1464587,7,5,DeFi,0,0
27230481,14867,490611,3,0,AI,1,0
10167324,4121,24726,7,4,DeFi,0,0
15796431,3403,105493,3,7,DeFi,0,0
22765618,6893,55144,2,6,Infrastructure,1,0
453944,1980,39600,1,4,AI,0,0
7242944,16507,577745,4,3,Gaming,1,0
1077038,4793,119825,5,0,DeFi,0,0
6300429,6538,137298,7,7,AI,0,0
223551,5736,200760,1,1,DeFi,1,0
423661,5246,141642,5,7,Gaming,0,0
3678797,4467,53604,2,2,SaaS,1,0
1636693,3672,25704,2,5,Gaming,1,0
129277,5000,30000,4,7,Infrastructure,0,0
8573872,1067,26675,4,3,AI,0,0
5274002,10943,317347,4,6,Gaming,0,0
178398935,50383,1713022,6,3,SaaS,0,0
217771445,4619,147808,7,6,Infrastructure,0,0
6822628,5167,77505,5,2,DeFi,0,1
513896,886,11518,3,2,SaaS,0,0
2148581,25734,566148,7,0,AI,0,0
2325572,2412,74772,1,6,AI,0,0
1087694,1328,22576,5,2,DeFi,0,0
6206857,12290,208930,3,5,SaaS,0,0
43007596,5806,46448,7,5,Infrastructure,0,0
2505203,9356,308748,1,0,SaaS,0,0
71070575,37559,300472,3,2,Gaming,0,0
205320288,11181,156534,7,6,DeFi,0,0
2318887,1386,34650,4,0,SaaS,0,0
19151312,17727,407721,3,9,Infrastructure,0,0
709199,2072,33152,5,7,AI,0,1
2587696,21618,648540,4,2,SaaS,0,0
92942106,9760,322080,3,5,AI,0,0
27748609,6107,91605,5,5,Infrastructure,1,1
184953,8668,104016,5,5,SaaS,0,0
1767614,8124,154356,7,9,DeFi,1,0
1866194,42367,720239,5,4,DeFi,0,0
2002175,97169,2137718,3,0,DeFi,1,1
43267053,15288,229320,7,2,DeFi,0,0
105656870,8769,52614,5,6,AI,0,0
8881321,5466,180378,5,4,Infrastructure,0,0
294873568,3875,124000,7,2,AI,0,0
9062473,6595,204445,5,2,SaaS,0,0
14004969,2532,20256,4,4,Gaming,1,0
2657978842,17002,493058,4,4,Infrastructure,0,0
1314294,37927,1137810,4,2,SaaS,0,0
292846,8306,282404,3,3,SaaS,0,0
28201853,5299,180166,7,6,SaaS,0,0
322894344,13681,328344,3,3,AI,0,0
336446,6739,101085,1,5,SaaS,0,1
5980470,2895,20265,5,6,AI,1,0
7927560,3304,75992,5,4,AI,0,0
4956588,7198,251930,7,5,AI,0,0
2432746,2956,53208,3,3,AI,0,1
1680870,9201,110412,4,4,Gaming,0,0
54328242,3815,99190,4,8,DeFi,0,0
7343557,13140,262800,7,7,Infrastructure,1,1
4901800,27141,651384,2,0,Gaming,0,0
9565719,12132,194112,4,4,SaaS,0,1
18800657,10656,127872,3,2,Infrastructure,1,1
21645168,16325,212225,6,7,Gaming,0,1
3070125,3102,74448,6,10,SaaS,0,1
1676487,47966,1151184,4,3,SaaS,1,0
2358741,3979,107433,2,6,AI,0,0
4822984,31105,342155,7,7,Infrastructure,0,0
9657041,8324,116536,3,5,SaaS,0,0
3293672,24572,589728,7,0,AI,0,0
173502320,65857,1778139,1,2,AI,1,0
158386013,4365,122220,7,0,DeFi,1,0
1920233,6305,214370,4,1,Gaming,0,0
177080,37241,335169,1,4,Gaming,1,0
18503326,1131,24882,3,4,Infrastructure,0,0
3255853,3882,81522,6,5,Infrastructure,0,0
1275054,4310,81890,2,6,Infrastructure,0,0
9112763,4266,72522,1,1,Gaming,0,1
19613104,3924,90252,5,1,Gaming,0,0
3352914,82367,741303,4,5,AI,0,0
43455110,7156,143120,3,4,SaaS,0,0
151838830,6097,213395,2,5,Gaming,1,0
74292536,7302,153342,1,2,DeFi,0,0
14993418,31908,542436,3,0,SaaS,0,0
17760965,9574,335090,5,6,DeFi,1,0
518043,9005,117065,6,1,DeFi,1,0
9515134,3020,30200,2,6,Gaming,0,0
39278411,7872,157440,1,4,Infrastructure,0,0
139936420,9703,126139,7,1,AI,0,0
78701837,27607,331284,2,5,DeFi,0,1
189441385,6688,80256,3,1,Gaming,0,0
30744042,117515,2467815,5,9,DeFi,0,1
1677330,4269,55497,4,7,Gaming,0,0
915758,16088,289584,3,7,Gaming,0,1
216038,10490,167840,5,2,Gaming,0,1
1119262,366,3660,7,2,DeFi,0,0
70583352,7271,94523,1,7,AI,0,0
886174,4606,138180,5,5,Infrastructure,0,0
1512922,6052,139196,3,1,Infrastructure,0,0
9003873,3571,35710,3,6,SaaS,0,0
238786,34666,658654,7,5,Infrastructure,0,0
116976684,5291,79365,6,5,Infrastructure,0,0
3335920,20017,680578,3,4,AI,1,0
5268749,4826,91694,4,0,Gaming,0,0
5844159,1900,13300,6,4,SaaS,1,0
30095062,4685,145235,1,10,Infrastructure,0,0
8008349,2765,49770,2,7,Infrastructure,1,1
8058333,9889,267003,6,5,SaaS,0,0
182623469,9599,153584,1,2,Gaming,1,0
15236698,16890,337800,3,9,Gaming,0,1
3498090,14784,502656,1,7,Infrastructure,1,0
164141,1541,47771,4,0,SaaS,0,0
15760287,28986,434790,1,3,Infrastructure,1,0
136111125,4927,133029,1,6,Infrastructure,1,0
7258716,7391,59128,3,5,AI,0,0
158500245,4199,62985,6,2,Infrastructure,0,0
10862625,34434,860850,5,5,Gaming,0,0
62271348,26790,803700,6,2,Gaming,0,0
439706,4385,153475,6,3,Gaming,1,0
7939666,11553,161742,5,4,Infrastructure,0,1
1128991,8041,152779,1,3,SaaS,1,1
25883119,2345,79730,3,3,Gaming,0,0
11494602,10168,274536,7,11,Gaming,0,1
1150678,4165,141610,4,7,SaaS,1,0
6831508,10684,363256,2,3,Gaming,1,0
324793658,14704,220560,3,4,Infrastructure,0,0
21153831,17692,601528,4,6,Infrastructure,1,0
403794536,24070,481400,3,3,Gaming,0,0
46569186,8222,106886,6,6,DeFi,0,0
2840506,58469,1520194,7,0,SaaS,1,0
254403,12809,230562,6,7,Gaming,0,1
19779751,7800,226200,4,4,DeFi,1,0
12318773,3694,88656,4,0,SaaS,0,0
86796636,9157,219768,6,6,DeFi,0,1
65604789,22652,294476,7,2,DeFi,0,0
1543735,8747,279904,6,6,AI,0,0
5206762,13092,183288,1,0,SaaS,0,0
58589587,46477,1580218,5,3,DeFi,0,0
69763888,19056,533568,7,6,SaaS,1,0
1736020,4776,119400,6,7,Infrastructure,1,0
2353259,3321,46494,2,7,DeFi,1,1
3987574,2172,49956,6,5,AI,0,0
9187592,30840,647640,2,2,Infrastructure,1,1
918135,24561,564903,6,7,SaaS,0,0
10154142,946,19866,4,3,AI,1,1
4523099,4476,98472,3,5,SaaS,0,1
17997755,3016,57304,4,1,Infrastructure,0,0
1040992,9862,335308,7,1,Gaming,1,0
8325802,20917,606593,6,8,Gaming,0,0
33885530,2220,28860,7,5,DeFi,0,0
724549,2924,20468,6,0,Infrastructure,1,0
15999531,2057,18513,2,0,Infrastructure,0,0
3214924,5800,46400,6,5,Infrastructure,0,0
56253739,24839,149034,1,4,SaaS,1,0
20456742,39287,1060749,2,3,Infrastructure,0,0
12521207,6271,131691,5,3,AI,0,0
6688837,7713,269955,5,3,Infrastructure,0,0
616609760,29818,894540,4,7,Infrastructure,0,1
17351157,5032,155992,4,2,SaaS,0,0
26688119,2630,52600,7,7,Infrastructure,0,0
1722040,6013,138299,7,7,SaaS,1,1
17493318,7068,127224,3,7,Infrastructure,0,0
2909106,9951,189069,5,11,SaaS,0,1
